Age,Gender,Education Level,Years of Experience,Salary
40,Female,PhD,12,160000
24,Male,Bachelor's,1,55000
27,Male,Bachelor's,3,80000
43,Male,PhD,13,185000
27,Female,Master's,3,100000
49,Male,PhD,15,185000
48,Male,PhD,16,190000
31,Male,Master's,6,125000
40,Male,PhD,12,160000
36,Male,Master's,8,140000
54,Male,PhD,17,195000
27,Male,Bachelor's,2,70000
28,Male,Bachelor's,2,70000
44,Male,Master's,11,170000
43,Male,PhD,13,185000
54,Male,PhD,17,195000
32,Male,Master's,6,130000
38,Male,Master's,10,155000
49,Male,PhD,15,185000
27,Male,Bachelor's,3,80000
54,Male,PhD,17,195000
31,Male,Master's,7,135000
24,Male,Bachelor's,1,55000
48,Male,PhD,16,190000
27,Female,Master's,2,70000
43,Male,PhD,13,185000
44,Male,Master's,11,170000
37,Male,Master's,9,150000
56,Male,PhD,17,195000
28,Male,Bachelor's,2,70000
54,Male,PhD,17,195000
31,Male,Master's,6,125000
49,Male,PhD,15,185000
54,Male,PhD,17,195000
27,Male,Bachelor's,3,80000
42,Male,PhD,14,170000
38,Male,Master's,10,155000
36,Male,Bachelor's,7,120000
29,Female,Master's,3,90000
41,Female,PhD,14,180000
33,Male,Bachelor's,7,130000
42,Male,PhD,12,170000
28,Male,Bachelor's,2,70000
55,Male,PhD,18,210000
26,Female,Master's,1,55000
47,Male,PhD,16,190000
44,Female,PhD,11,165000
30,Male,Master's,5,105000
39,Female,Master's,11,160000
32,Male,Bachelor's,6,110000
50,Male,PhD,17,195000
27,Male,Bachelor's,3,85000
46,Male,PhD,14,180000
25,Female,Bachelor's,1,55000
43,Male,PhD,13,185000
35,Male,Bachelor's,8,140000
29,Female,Master's,3,90000
40,Female,PhD,12,160000
35,Male,Bachelor's,8,145000
41,Male,PhD,13,185000
30,Male,Master's,5,105000
33,Male,Bachelor's,6,110000
55,Male,PhD,18,210000
26,Female,Master's,1,55000
47,Male,PhD,16,190000
44,Female,PhD,11,165000
30,Male,Master's,5,105000
39,Female,Master's,11,160000
32,Male,Bachelor's,6,110000
50,Male,PhD,17,195000
27,Male,Bachelor's,3,85000
46,Male,PhD,14,180000
25,Female,Bachelor's,1,55000
43,Male,PhD,13,185000
35,Male,Bachelor's,8,140000
29,Female,Master's,3,90000
40,Female,PhD,12,160000
35,Male,Bachelor's,8,145000
41,Male,PhD,13,185000
30,Male,Master's,5,105000
33,Male,Bachelor's,6,110000
55,Male,PhD,18,210000
26,Female,Master's,1,55000
47,Male,PhD,16,190000
44,Female,PhD,11,165000
30,Male,Master's,5,105000
39,Female,Master's,11,160000
32,Male,Bachelor's,6,110000
50,Male,PhD,17,195000
27,Male,Bachelor's,3,85000
46,Male,PhD,14,180000
25,Female,Bachelor's,1,55000
43,Male,PhD,13,185000
35,Male,Bachelor's,8,140000
29,Female,Master's,3,90000
40,Female,PhD,12,160000
35,Male,Bachelor's,8,145000
41,Male,PhD,13,185000
30,Male,Master's,5,105000
33,Male,Bachelor's,6,110000
55,Male,PhD,18,210000
26,Female,Master's,1,55000
47,Male,PhD,16,190000
44,Female,PhD,11,165000
30,Male,Master's,5,105000
39,Female,Master's,11,160000
32,Male,Bachelor's,6,110000
50,Male,PhD,17,195000
27,Male,Bachelor's,3,85000
46,Male,PhD,14,180000
25,Female,Bachelor's,1,55000
43,Male,PhD,13,185000
35,Male,Bachelor's,8,140000
29,Female,Master's,3,90000
40,Female,PhD,12,160000
35,Male,Bachelor's,8,145000
41,Male,PhD,13,185000
30,Male,Master's,5,105000
33,Male,Bachelor's,6,110000
55,Male,PhD,18,210000
26,Female,Master's,1,55000
47,Male,PhD,16,190000
44,Female,PhD,11,165000
30,Male,Master's,5,105000
39,Female,Master's,11,160000
32,Male,Bachelor's,6,110000
50,Male,PhD,17,195000
27,Male,Bachelor's,3,85000
46,Male,PhD,14,180000
25,Female,Bachelor's,1,55000
43,Male,PhD,13,185000
35,Male,Bachelor's,8,140000
29,Female,Master's,3,90000
40,Female,PhD,12,160000
35,Male,Bachelor's,8,145000
41,Male,PhD,13,185000
30,Male,Master's,5,105000
33,Male,Bachelor's,6,110000
55,Male,PhD,18,210000
26,Female,Master's,1,55000
47,Male,PhD,16,190000
44,Female,PhD,11,165000
30,Male,Master's,5,105000
39,Female,Master's,11,160000
32,Male,Bachelor's,6,110000
50,Male,PhD,17,195000
27,Male,Bachelor's,3,85000
46,Male,PhD,14,180000
25,Female,Bachelor's,1,55000
43,Male,PhD,13,185000
35,Male,Bachelor's,8,140000
29,Female,Master's,3,90000
40,Female,PhD,12,160000
35,Male,Bachelor's,8,145000
41,Male,PhD,13,185000
30,Male,Master's,5,105000
33,Male,Bachelor's,6,110000
55,Male,PhD,18,210000
31,Male,Bachelor's,6,115000
42,Female,Master's,13,170000
27,Female,Bachelor's,3,80000
51,Male,PhD,19,200000
34,Female,Master's,7,130000
38,Male,Bachelor's,11,155000
29,Male,Bachelor's,5,105000
43,Female,PhD,14,190000
36,Male,Master's,8,140000
48,Male,PhD,16,185000
35,Female,Bachelor's,8,145000
30,Female,Master's,4,90000
50,Male,PhD,18,195000
29,Male,Bachelor's,4,95000
41,Male,Master's,13,170000
33,Female,Bachelor's,6,115000
45,Male,PhD,16,185000
28,Female,Bachelor's,2,65000
39,Female,Master's,12,160000
30,Male,Bachelor's,5,100000
46,Male,PhD,15,180000
25,Female,Bachelor's,1,55000
42,Male,PhD,14,190000
31,Male,Bachelor's,6,115000
49,Female,PhD,17,195000
36,Male,Master's,9,150000
33,Female,Bachelor's,6,115000
45,Male,PhD,16,185000
28,Female,Bachelor's,2,65000
39,Female,Master's,12,160000
30,Male,Bachelor's,5,100000
46,Male,PhD,15,180000
25,Female,Bachelor's,1,55000
42,Male,PhD,14,190000
31,Male,Bachelor's,6,115000
49,Female,PhD,17,195000
36,Male,Master's,9,150000
33,Female,Bachelor's,6,115000
45,Male,PhD,16,185000
28,Female,Bachelor's,2,65000
39,Female,Master's,12,160000
30,Male,Bachelor's,5,100000
46,Male,PhD,15,180000
25,Female,Bachelor's,1,55000
42,Male,PhD,14,190000
31,Male,Bachelor's,6,115000
49,Female,PhD,17,195000
36,Male,Master's,9,150000
33,Female,Bachelor's,6,115000
45,Male,PhD,16,185000
28,Female,Bachelor's,2,65000
39,Female,Master's,12,160000
30,Male,Bachelor's,5,100000
46,Male,PhD,15,180000
25,Female,Bachelor's,1,55000
42,Male,PhD,14,190000
31,Male,Bachelor's,6,115000
49,Female,PhD,17,195000
36,Male,Master's,9,150000
33,Female,Bachelor's,6,115000
45,Male,PhD,16,185000
28,Female,Bachelor's,2,65000
39,Female,Master's,12,160000
30,Male,Bachelor's,5,100000
46,Male,PhD,15,180000
25,Female,Bachelor's,1,55000
42,Male,PhD,14,190000
31,Male,Bachelor's,6,115000
49,Female,PhD,17,195000
36,Male,Master's,9,150000
33,Female,Bachelor's,6,115000
45,Male,PhD,16,185000
28,Female,Bachelor's,2,65000
39,Female,Master's,12,160000
30,Male,Bachelor's,5,100000
46,Male,PhD,15,180000
25,Female,Bachelor's,1,55000
42,Male,PhD,14,190000
31,Male,Bachelor's,6,115000
49,Female,PhD,17,195000
36,Male,Master's,9,150000
33,Female,Bachelor's,6,115000
45,Male,PhD,16,185000
28,Female,Bachelor's,2,65000
39,Female,Master's,12,160000
30,Male,Bachelor's,5,100000
46,Male,PhD,15,180000
25,Female,Bachelor's,1,55000
42,Male,PhD,14,190000
31,Male,Bachelor's,6,115000
49,Female,PhD,17,195000
36,Male,Master's,9,150000
33,Female,Bachelor's,6,115000
45,Male,PhD,16,185000
28,Female,Bachelor's,2,65000
39,Female,Master's,12,160000
30,Male,Bachelor's,5,100000
46,Male,PhD,15,180000
25,Female,Bachelor's,1,55000
42,Male,PhD,14,190000
31,Male,Bachelor's,6,115000
49,Female,PhD,17,195000
36,Male,Master's,9,150000
33,Female,Bachelor's,6,115000
45,Male,PhD,16,185000
28,Female,Bachelor's,2,65000
39,Female,Master's,12,160000
30,Male,Bachelor's,5,100000
46,Male,PhD,15,180000
25,Female,Bachelor's,1,55000
42,Male,PhD,14,190000
31,Male,Bachelor's,6,115000
49,Female,PhD,17,195000
36,Male,Master's,9,150000
33,Female,Bachelor's,6,115000
45,Male,PhD,16,185000
28,Female,Bachelor's,2,65000
39,Female,Master's,12,160000
30,Male,Bachelor's,5,100000
46,Male,PhD,15,180000
25,Female,Bachelor's,1,550
29,Male,Bachelor's,4,90000
40,Female,Master's,12,160000
27,Female,Bachelor's,3,80000
50,Male,PhD,18,195000
33,Female,Master's,6,115000
37,Male,Bachelor's,10,150000
28,Male,Bachelor's,2,65000
44,Female,PhD,14,190000
35,Male,Master's,8,140000
47,Male,PhD,16,185000
34,Female,Bachelor's,7,130000
31,Female,Master's,5,105000
51,Male,PhD,19,200000
30,Male,Bachelor's,5,100000
42,Male,Master's,13,170000
33,Female,Bachelor's,6,115000
45,Male,PhD,16,185000
29,Female,Bachelor's,4,90000
39,Female,Master's,12,160000
27,Male,Bachelor's,3,80000
49,Male,PhD,17,195000
32,Female,Master's,6,115000
36,Male,Bachelor's,8,135000
27,Male,Bachelor's,2,65000
43,Female,PhD,14,190000
34,Male,Master's,8,140000
46,Male,PhD,16,185000
33,Female,Bachelor's,7,130000
30,Female,Master's,5,105000
50,Male,PhD,19,200000
30,Male,Bachelor's,5,100000
42,Male,Master's,13,170000
33,Female,Bachelor's,6,115000
45,Male,PhD,16,185000
29,Female,Bachelor's,4,90000
39,Female,Master's,12,160000
27,Male,Bachelor's,3,80000
49,Male,PhD,17,195000
32,Female,Master's,6,115000
36,Male,Bachelor's,8,135000
27,Male,Bachelor's,2,65000
43,Female,PhD,14,190000
34,Male,Master's,8,140000
46,Male,PhD,16,185000
33,Female,Bachelor's,7,130000
30,Female,Master's,5,105000
50,Male,PhD,19,200000
30,Male,Bachelor's,5,100000
42,Male,Master's,13,170000
33,Female,Bachelor's,6,115000
45,Male,PhD,16,185000
29,Female,Bachelor's,4,90000
39,Female,Master's,12,160000
27,Male,Bachelor's,3,80000
49,Male,PhD,17,195000
32,Female,Master's,6,115000
36,Male,Bachelor's,8,135000
27,Male,Bachelor's,2,65000
43,Female,PhD,14,190000
34,Male,Master's,8,140000
46,Male,PhD,16,185000
33,Female,Bachelor's,7,130000
30,Female,Master's,5,105000
50,Male,PhD,19,200000
30,Male,Bachelor's,5,100000
42,Male,Master's,13,170000
33,Female,Bachelor's,6,115000
45,Male,PhD,16,185000
29,Female,Bachelor's,4,90000
39,Female,Master's,12,160000
27,Male,Bachelor's,3,80000
49,Male,PhD,17,195000
32,Female,Master's,6,115000
36,Male,Bachelor's,8,135000
27,Male,Bachelor's,2,65000
43,Female,PhD,14,190000
34,Male,Master's,8,140000
46,Male,PhD,16,185000
33,Female,Bachelor's,7,130000
30,Female,Master's,5,105000
50,Male,PhD,19,200000
30,Male,Bachelor's,5,100000
42,Male,Master's,13,170000
33,Female,Bachelor's,6,115000
45,Male,PhD,16,185000
29,Female,Bachelor's,4,90000
39,Female,Master's,12,160000
27,Male,Bachelor's,3,80000
49,Male,PhD,17,195000
32,Female,Master's,6,115000
36,Male,Bachelor's,8,135000
27,Male,Bachelor's,2,65000
43,Female,PhD,14,190000
34,Male,Master's,8,140000
46,Male,PhD,16,185000
33,Female,Bachelor's,7,130000
30,Female,Master's,5,105000
50,Male,PhD,19,200000
30,Male,Bachelor's,5,100000
42,Male,Master's,13,170000
33,Female,Bachelor's,6,115000
45,Male,PhD,16,185000
29,Female,Bachelor's,4,90000
39,Female,Master's,12,160000
27,Male,Bachelor's,3,80000
49,Male,PhD,17,195000
32,Female,Master's,6,115000
36,Male,Bachelor's,8,135000
27,Male,Bachelor's,2,65000
43,Female,PhD,14,190000
34,Male,Master's,8,140000
46,Male,PhD,16,185000
33,Female,Bachelor's,7,130000
30,Female,Master's,5,105000
50,Male,PhD,19,200000
30,Male,Bachelor's,5,100000
42,Male,Master's,13,170000
33,Female,Bachelor's,6,115000
45,Male,PhD,16,185000
29,Female,Bachelor's,4,90000
31,Female,Bachelor's,6,110000
37,Male,Master's,10,150000
27,Male,Bachelor's,3,80000
50,Male,PhD,18,195000
32,Female,Master's,6,115000
36,Male,Bachelor's,8,135000
27,Male,Bachelor's,2,65000
43,Female,PhD,14,190000
34,Male,Master's,8,140000
46,Male,PhD,16,185000
33,Female,Bachelor's,7,130000
30,Female,Master's,5,105000
50,Male,PhD,19,200000
30,Male,Bachelor's,5,100000
42,Male,Master's,13,170000
33,Female,Bachelor's,6,115000
45,Male,PhD,16,185000
29,Female,Bachelor's,4,90000
39,Female,Master's,12,160000
27,Male,Bachelor's,3,80000
49,Male,PhD,17,195000
32,Female,Master's,6,115000
36,Male,Bachelor's,8,135000
27,Male,Bachelor's,2,65000
43,Female,PhD,14,190000
34,Male,Master's,8,140000
46,Male,PhD,16,185000
33,Female,Bachelor's,7,130000
30,Female,Master's,5,105000
50,Male,PhD,19,200000
30,Male,Bachelor's,5,100000
42,Male,Master's,13,170000
33,Female,Bachelor's,6,115000
45,Male,PhD,16,185000
29,Female,Bachelor's,4,90000
39,Female,Master's,12,160000
27,Male,Bachelor's,3,80000
49,Male,PhD,17,195000
32,Female,Master's,6,115000
36,Male,Bachelor's,8,135000
27,Male,Bachelor's,2,65000
43,Female,PhD,14,190000
34,Male,Master's,8,140000
46,Male,PhD,16,185000
33,Female,Bachelor's,7,130000
30,Female,Master's,5,105000
50,Male,PhD,19,200000
30,Male,Bachelor's,5,100000
42,Male,Master's,13,170000
33,Female,Bachelor's,6,115000
45,Male,PhD,16,185000
29,Female,Bachelor's,4,90000
39,Female,Master's,12,160000
27,Male,Bachelor's,3,80000
49,Male,PhD,17,195000
32,Female,Master's,6,115000
36,Male,Bachelor's,8,135000
27,Male,Bachelor's,2,65000
43,Female,PhD,14,190000
34,Male,Master's,8,140000
46,Male,PhD,16,185000
33,Female,Bachelor's,7,130000
30,Female,Master's,5,105000
50,Male,PhD,19,200000
30,Male,Bachelor's,5,100000
42,Male,Master's,13,170000
33,Female,Bachelor's,6,115000
45,Male,PhD,16,185000
29,Female,Bachelor's,4,90000
39,Female,Master's,12,160000
27,Male,Bachelor's,3,80000
49,Male,PhD,17,195000
32,Female,Master's,6,115000
36,Male,Bachelor's,8,135000
27,Male,Bachelor's,2,65000
43,Female,PhD,14,190000
34,Male,Master's,8,140000
46,Male,PhD,16,185000
33,Female,Bachelor's,7,130000
30,Female,Master's,5,105000
50,Male,PhD,19,200000
30,Male,Bachelor's,5,100000
42,Male,Master's,13,170000
33,Female,Bachelor's,6,115000
45,Male,PhD,16,185000
29,Female,Bachelor's,4,90000
39,Female,Master's,12,160000
27,Male,Bachelor's,3,80000
49,Male,PhD,17,195000
32,Female,Master's,6,115000
36,Male,Bachelor's,8,135000
27,Male,Bachelor's,2,65000
43,Female,PhD,14,190000
34,Male,Master's,8,140000
46,Male,PhD,16,185000
33,Female,Bachelor's,7,130000
30,Female,Master's,5,105000
50,Male,PhD,19,200000
30,Male,Bachelor's,5,100000
42,Male,Master's,13,170000
33,Female,Bachelor's,6,115000
45,Male,PhD,16,185000
29,Female,Bachelor's,4,90000
39,Female,Master's,12,160000
27,Male,Bachelor's,3,80000
49,Male,PhD,17,195000
32,Female,Master's,6,115000
36,Male,Bachelor's,8,135000
27,Male,Bachelor's,2,65000
43,Female,PhD,14,190000
34,Male,Master's,8,140000
46,Male,PhD,16,185000
33,Female,Bachelor's,7,130000
30,Female,Master's,5,105000
50,Male,PhD,19,200000
30,Male,Bachelor's,5,100000
42,Male,Master's,13,170000
33,Female,Bachelor's,6,115000
45,Male,PhD,16,185000
29,Female,Bachelor's,4,90000
31,Male,Master's,8,130000
27,Male,Bachelor's,3,80000
43,Male,PhD,15,180000
35,Female,Master's,8,140000
42,Male,Bachelor's,12,160000
28,Female,Bachelor's,2,55000
44,Female,PhD,16,190000
32,Male,Master's,7,120000
48,Male,PhD,18,200000
30,Female,Bachelor's,5,100000
34,Male,Master's,9,150000
37,Female,Bachelor's,11,170000
26,Male,Bachelor's,2,65000
49,Female,PhD,19,210000
29,Male,Bachelor's,4,90000
41,Male,Master's,14,180000
31,Female,Bachelor's,6,110000
37,Male,Master's,10,150000
27,Male,Bachelor's,3,80000
50,Male,PhD,18,195000
32,Female,Master's,6,115000
36,Male,Bachelor's,8,135000
27,Male,Bachelor's,2,65000
43,Female,PhD,14,190000
34,Male,Master's,8,140000
46,Male,PhD,16,185000
33,Female,Bachelor's,7,130000
30,Female,Master's,5,105000
50,Male,PhD,19,200000
30,Male,Bachelor's,5,100000
42,Male,Master's,13,170000
33,Female,Bachelor's,6,115000
45,Male,PhD,16,185000
29,Female,Bachelor's,4,90000
39,Female,Master's,12,160000
27,Male,Bachelor's,3,80000
49,Male,PhD,17,195000
32,Female,Master's,6,115000
36,Male,Bachelor's,8,135000
27,Male,Bachelor's,2,65000
43,Female,PhD,14,190000
34,Male,Master's,8,140000
46,Male,PhD,16,185000
33,Female,Bachelor's,7,130000
30,Female,Master's,5,105000
50,Male,PhD,19,200000
30,Male,Bachelor's,5,100000
42,Male,Master's,13,170000
33,Female,Bachelor's,6,115000
45,Male,PhD,16,185000
29,Female,Bachelor's,4,90000
39,Female,Master's,12,160000
27,Male,Bachelor's,3,80000
49,Male,PhD,17,195000
32,Female,Master's,6,115000
36,Male,Bachelor's,8,135000
27,Male,Bachelor's,2,65000
43,Female,PhD,14,190000
34,Male,Master's,8,140000
46,Female,PhD,16,185000
33,Male,Bachelor's,7,130000
30,Male,Master's,5,105000
50,Male,PhD,20,210000
31,Male,Bachelor's,6,95000
39,Female,Master's,11,170000
27,Male,Bachelor's,2,65000
44,Female,PhD,16,190000
32,Male,Master's,7,120000
48,Male,PhD,19,200000
30,Female,Bachelor's,5,100000
34,Male,Master's,9,150000
37,Female,Bachelor's,11,170000
26,Male,Bachelor's,2,65000
49,Female,PhD,19,210000
29,Male,Bachelor's,4,90000
41,Male,Master's,14,180000
31,Female,Bachelor's,6,110000
37,Male,Master's,10,150000
27,Male,Bachelor's,3,80000
50,Male,PhD,18,195000
32,Female,Master's,6,115000
36,Male,Bachelor's,8,135000
27,Male,Bachelor's,2,65000
43,Female,PhD,14,190000
34,Male,Master's,8,140000
46,Male,PhD,16,185000
33,Female,Bachelor's,7,130000
30,Female,Master's,5,105000
50,Male,PhD,19,200000
30,Male,Bachelor's,5,100000
42,Male,Master's,13,170000
33,Female,Bachelor's,6,115000
45,Male,PhD,16,185000
29,Female,Bachelor's,4,90000
39,Female,Master's,12,160000
27,Male,Bachelor's,3,80000
49,Male,PhD,17,195000
32,Female,Master's,6,115000
36,Male,Bachelor's,8,135000
27,Male,Bachelor's,2,65000
43,Female,PhD,14,190000
34,Male,Master's,8,140000
46,Male,PhD,16,185000
33,Female,Bachelor's,7,130000
30,Female,Master's,5,105000
50,Male,PhD,19,200000
30,Male,Bachelor's,5,100000
42,Male,Master's,13,170000
33,Female,Bachelor's,6,115000
45,Male,PhD,16,185000
29,Female,Bachelor's,4,90000
39,Female,Master's,12,160000
27,Male,Bachelor's,3,80000
49,Male,PhD,17,195000
32,Female,Master's,6,115000
36,Male,Bachelor's,8,135000
27,Male,Bachelor's,2,65000
43,Female,PhD,14,190000
34,Male,Master's,8,140000
28,Male,Bachelor's,4,75000
33,Female,Master's,7,95000
22,Male,Bachelor's,1,50000
44,Male,PhD,15,180000
29,Female,Bachelor's,3,65000
31,Male,Master's,6,120000
25,Female,Master's,2,60000
38,Male,Bachelor's,10,150000
27,Male,Bachelor's,3,70000
46,Female,PhD,20,220000
33,Male,Master's,8,100000
24,Female,Bachelor's,2,55000
36,Male,PhD,12,170000
30,Female,Bachelor's,5,90000
29,Male,Bachelor's,4,80000
42,Male,Master's,14,180000
26,Male,Bachelor's,2,60000
35,Female,Master's,9,120000
27,Female,Bachelor's,3,70000
48,Male,PhD,18,210000
34,Male,Master's,9,140000
23,Female,Bachelor's,1,50000
32,Male,Master's,7,110000
25,Female,Master's,2,60000
37,Male,Bachelor's,11,160000
28,Male,Bachelor's,4,75000
41,Female,PhD,16,200000
34,Male,Master's,8,100000
24,Female,Bachelor's,2,55000
36,Male,PhD,12,170000
30,Female,Bachelor's,5,90000
29,Male,Bachelor's,4,80000
42,Male,Master's,14,180000
26,Male,Bachelor's,2,60000
35,Female,Master's,9,120000
27,Female,Bachelor's,3,70000
48,Male,PhD,18,210000
34,Male,Master's,9,140000
23,Female,Bachelor's,1,50000
32,Male,Master's,7,110000
25,Female,Master's,2,60000
37,Male,Bachelor's,11,160000
28,Male,Bachelor's,4,75000
41,Female,PhD,16,200000
34,Male,Master's,8,100000
24,Female,Bachelor's,2,55000
36,Male,PhD,12,170000
30,Female,Bachelor's,5,90000
29,Male,Bachelor's,4,80000
42,Male,Master's,14,180000
26,Male,Bachelor's,2,60000
35,Female,Master's,9,120000
27,Female,Bachelor's,3,70000
48,Male,PhD,18,210000
34,Male,Master's,9,140000
23,Female,Bachelor's,1,50000
32,Male,Master's,7,110000
25,Female,Master's,2,60000
37,Male,Bachelor's,11,160000
28,Male,Bachelor's,4,75000
41,Female,PhD,16,200000
34,Male,Master's,8,100000
24,Female,Bachelor's,2,55000
36,Male,PhD,12,170000
30,Female,Bachelor's,5,90000
29,Male,Bachelor's,4,80000
42,Male,Master's,14,180000
26,Male,Bachelor's,2,60000
35,Female,Master's,9,120000
27,Female,Bachelor's,3,70000
48,Male,PhD,18,210000
34,Male,Master's,9,140000
23,Female,Bachelor's,1,50000
32,Male,Master's,7,110000
25,Female,Master's,2,60000
37,Male,Bachelor's,11,160000
28,Male,Bachelor's,4,75000
41,Female,PhD,16,200000
34,Male,Master's,8,100000
24,Female,Bachelor's,2,55000
36,Male,PhD,12,170000
30,Female,Bachelor's,5,90000
29,Male,Bachelor's,4,80000
42,Male,Master's,14,180000
26,Male,Bachelor's,2,60000
35,Female,Master's,9,120000
27,Female,Bachelor's,3,70000
48,Male,PhD,18,210000
34,Male,Master's,9,140000
23,Female,Bachelor's,1,50000
32,Male,Master's,7,110000
25,Female,Master's,2,60000
37,Male,Bachelor's,11,160000
28,Male,Bachelor's,4,75000
41,Female,PhD,16,200000
34,Male,Master's,8,100000
24,Female,Bachelor's,2,55000
36,Male,PhD,12,170000
30,Female,Bachelor's,5,90000
29,Male,Bachelor's,4,80000
42,Male,Master's,14,180000
26,Male,Bachelor's,2,60000
35,Female,Master's,9,120000
27,Female,Bachelor's,3,70000
48,Male,PhD,18,210000
34,Male,Master's,9,140000
23,Female,Bachelor's,1,50000
32,Male,Master's,7,110000
25,Female,Master's,2,60000
37,Male,Bachelor's,11,160000
28,Male,Bachelor's,4,75000
41,Female,PhD,16,200000
34,Male,Master's,8,100000
24,Female,Bachelor's,2,55000
36,Male,PhD,12,170000
30,Female,Bachelor's,5,90000
29,Male,Bachelor's,4,80000
42,Male,Master's,14,180000
26,Male,Bachelor's,2,60000
35,Female,Master's,9,120000
27,Female,Bachelor's,3,70000
48,Male,PhD,18,210000
34,Male,Master's,9,140000
23,Female,Bachelor's,1,50000
34,Female,Bachelor's,8,122485
25,Male,PhD,12,169159
43,Male,Master's,21,187081
53,Other,High School,31,166109
27,Female,Master's,5,78354
25,Male,Bachelor's,2,90249
29,Female,Master's,6,132720
52,Male,PhD,23,161568
41,Male,Master's,13,127346
49,Female,Bachelor's,19,120177
25,Other,High School,2,69032
35,Male,Master's,8,101332
57,Female,PhD,30,121450
35,Female,Bachelor's,12,166375
43,Male,Master's,21,185119
37,Female,Bachelor's,10,149217
50,Male,Master's,21,166512
52,Female,Master's,28,186963
26,Male,Bachelor's,3,75072
34,Female,Master's,10,163398
30,Male,High School,11,103947
60,Female,PhD,33,179180
50,Male,Bachelor's,23,175966
58,Male,Master's,27,190004
35,Female,Master's,10,152039
28,Male,Master's,5,76742
57,Female,PhD,33,191790
46,Female,Bachelor's,20,139398
28,Male,High School,7,95845
34,Male,Master's,12,160976
33,Female,Master's,9,126753
37,Other,Master's,14,161393
33,Male,Master's,8,139817
53,Male,PhD,25,181714
35,Female,Bachelor's,10,114776
30,Male,Master's,6,105725
24,Female,High School,1,52731
36,Male,Master's,8,106492
27,Female,Bachelor's,4,73895
23,Male,PhD,1,119836
28,Female,Master's,5,99747
52,Male,Bachelor's,25,168287
28,Female,Master's,7,115920
32,Male,Master's,11,128078
24,Female,Bachelor's,1,51265
43,Male,High School,22,165919
60,Female,PhD,34,188651
24,Male,Master's,0,55538
55,Male,Bachelor's,28,193964
29,Female,Master's,4,104702
44,Male,PhD,19,172955
40,Female,Master's,16,138032
27,Male,Bachelor's,4,82683
43,Male,Master's,17,155414
49,Female,High School,25,154207
30,Male,Master's,8,107895
42,Female,Bachelor's,18,148446
26,Male,Master's,4,102859
41,Female,PhD,13,138662
46,Male,Bachelor's,23,181699
57,Female,Master's,33,188232
22,Female,High School,0,51832
54,Male,PhD,28,188484
42,Female,Master's,16,138286
49,Male,Bachelor's,22,181132
27,Female,Master's,4,73938
36,Male,Bachelor's,14,119224
31,Female,Master's,6,101186
39,Male,Master's,14,142360
41,Female,Bachelor's,20,151315
48,Male,PhD,23,181021
39,Female,Master's,15,134641
48,Male,Bachelor's,23,173851
31,Other,High School,8,104127
47,Male,Master's,25,178859
29,Female,PhD,5,98568
32,Male,Bachelor's,9,104661
38,Female,Master's,13,134858
34,Male,Bachelor's,10,94502
23,Other,High School,2,62852
34,Female,Bachelor's,8,122485
25,Male,PhD,12,169159
43,Male,Master's,21,187081
53,Other,High School,31,166109
27,Female,Master's,5,78354
25,Male,Bachelor's,2,90249
29,Female,Master's,6,132720
52,Male,PhD,23,161568
41,Male,Master's,13,127346
49,Female,Bachelor's,19,120177
25,Other,High School,2,69032
35,Male,Master's,8,101332
57,Female,PhD,30,121450
35,Female,Bachelor's,12,166375
43,Male,Master's,21,185119
37,Female,Bachelor's,10,149217
50,Male,Master's,21,166512
52,Female,Master's,28,186963
26,Male,Bachelor's,3,75072
34,Female,Master's,10,163398
30,Male,High School,11,103947
60,Female,PhD,33,179180
50,Male,Bachelor's,23,175966
58,Male,Master's,27,190004
35,Female,Master's,10,152039
28,Male,Master's,5,76742
57,Female,PhD,33,191790
46,Female,Bachelor's,20,139398
28,Male,High School,7,95845
34,Male,Master's,12,160976
33,Female,Master's,9,126753
37,Other,Master's,14,161393
33,Male,Master's,8,139817
53,Male,PhD,25,181714
35,Female,Bachelor's,10,114776
30,Male,Master's,6,105725
24,Female,High School,1,52731
36,Male,Master's,8,106492
27,Female,Bachelor's,4,73895
23,Male,PhD,1,119836
28,Female,Master's,5,99747
52,Male,Bachelor's,25,168287
28,Female,Master's,7,115920
32,Male,Master's,11,128078
24,Female,Bachelor's,1,51265
43,Male,High School,22,165919
60,Female,PhD,34,188651
24,Male,Master's,0,55538
55,Male,Bachelor's,28,193964
29,Female,Master's,4,104702
44,Male,PhD,19,172955
40,Female,Master's,16,138032
27,Male,Bachelor's,4,82683
43,Male,Master's,17,155414
49,Female,High School,25,154207
30,Male,Master's,8,107895
42,Female,Bachelor's,18,148446
26,Male,Master's,4,102859
41,Female,PhD,13,138662
46,Male,Bachelor's,23,181699
57,Female,Master's,33,188232
22,Female,High School,0,51832
54,Male,PhD,28,188484
42,Female,Master's,16,138286
49,Male,Bachelor's,22,181132
27,Female,Master's,4,73938
36,Male,Bachelor's,14,119224
31,Female,Master's,6,101186
39,Male,Master's,14,142360
41,Female,Bachelor's,20,151315
48,Male,PhD,23,181021
39,Female,Master's,15,134641
48,Male,Bachelor's,23,173851
31,Other,High School,8,104127
47,Male,Master's,25,178859
29,Female,PhD,5,98568
32,Male,Bachelor's,9,104661
38,Female,Master's,13,134858
34,Male,Bachelor's,10,94502
23,Other,High School,2,62852
36,Male,Bachelor's,14,139095
